genome clade
G000210575 6
G001261735 6
G001282625 6
G000953535 6
G001602775 6
G000438395 6
G000434735 6
G000499785 6
G000517545 6
G000434455 6
G900106785 6
G000621725 6
G000834015 6
G000023725 6
G000735695 6
G000735135 6
G000735105 6
G000413415 6
G000378485 6
G000769825 6
G000769935 6
G000422725 6
G000498475 6
G000498495 6
G000967805 6
G000686885 6
G000064305 6
G000757385 6
G000963865 6
G000153385 6
G000430645 6
G001941065 6
G000711235 6
G000213555 6
G000436135 6
G000190575 6
G000374585 6
G000436055 6
G000157915 6
G000187895 6
G001318345 6
G000315485 6
G000154525 6
G000511775 6
G900100635 6
G900104295 6
G900110895 6
G900107065 6
G000431935 6
G000812865 6
G000422265 6
G000812875 6
G000729985 6
G001693475 6
G900100375 6
G000253275 6
G000799565 6
G001430825 6
G000153165 6
G001020565 6
G000427335 6
G000423005 6
G001418105 6
G000755265 6
G000732625 6
G900141785 6
G000769435 6
G001653755 6
G000733945 6
G000196315 6
G000285455 6
G000312145 6
G000380985 6
G900114365 6
G900107785 6
G900095135 6
G000438035 6
G000012825 6
G000436795 6
G000154845 6
G000154205 6
G000195635 6
G001915435 6
G000381365 6
G000434095 6
G000614145 6
G000746155 6
G900110085 6
G000436595 6
G000433175 6
G000436695 6
G000434975 6
G000437535 6
G000379965 6
G000737665 6
G900116415 6
G001424105 6
G001424145 6
G001507335 6
G900111495 6
G000430825 6
G000430845 6
G000737775 6
G000242135 6
G900142635 6
G000419685 6
G000422705 6
G001413955 6
G900129665 6
G000468615 6
G000186265 6
G900141935 6
G900103215 6
G000621125 6
G000171875 6
G000828715 6
G000688335 6
G000723205 6
G001439665 6
G000520955 6
G000687915 6
G001564225 6
G900102915 6
G000702825 6
G000619985 6
G000687715 6
G000431195 6
G001275135 6
G001444445 6
G000185145 6
G000436915 6
G001507325 6
G001420285 6
G000333355 6
G900142445 6
G000737705 6
G001045465 6
G001295265 6
G001865835 6
G000297855 6
G000242095 6
G000737695 6
G001683915 6
G000745185 6
G000224085 6
G900101815 6
G000422365 6
G000518485 6
G000934685 6
G000943555 6
G000520995 6
G000430665 6
G000152985 6
G900129005 6
G000423585 6
G000424665 6
G000243235 6
G000023465 6
G000599385 6
G000009925 6
G000598465 6
G000598965 6
G000433375 6
G000614205 6
G000378085 6
G000177075 6
G000455445 6
G900129245 6
G000799195 6
G900142785 6
G000737765 6
G001021975 6
G001481655 6
G001705175 6
G000016645 6
G001761465 6
G000611675 6
G900112295 6
G900142405 6
G000424985 6
G000429545 6
G900129275 6
G900141855 6
G000744105 6
G900155985 6
G001447995 6
G000826645 6
G000797465 6
G000799465 6
G000211855 6
G001418015 6
G001971785 6
G000764755 6
G001310225 6
G000153485 6
G000355905 6
G900099815 6
G000378765 6
G000258765 6
G000744275 6
G001431365 6
G000437995 6
G001915455 6
G000433575 6
G900112275 6
G900142855 6
G000025925 6
G000762865 6
G900113975 6
G000799335 6
G000807225 6
G900100165 6
G000695795 6
G000744835 6
G000733925 6
G001748465 6
G000973105 6
G000744555 6
G900105545 6
G900105105 6
G000826655 6
G000425305 6
G000764775 6
G900111025 6
G000283015 6
G000789235 6
G000941055 6
G000425645 6
G001889005 6
G001314975 6
G000011065 6
G001915495 6
G000436855 6
G000159075 6
G001314995 6
G900102205 6
G000701965 6
G001485415 6
G000242075 6
G000425505 6
G000423045 6
G000262545 6
G000378745 6
G000613925 6
G000614065 6
G000614105 6
G000688375 6
G900111525 6
G000252125 6
G000264055 6
G000060345 6
G900105035 6
G000613345 6
G000218235 6
G000426585 6
G000193395 6
G000191065 6
G001262015 6
G000220255 6
G000242335 6
G000373185 6
G000184945 6
G000287635 6
G000144405 6
G001683355 6
G000614025 6
G000758925 6
G000160535 6
G000613785 6
G000424185 6
G000435635 6
G000261025 6
G000382385 6
G000179055 6
G000431915 6
G000439065 6
G000519165 6
G000185845 6
G000613505 6
G000424605 6
G900103315 6
G000157935 6
G000436035 6
G000434515 6
G000742475 7
G001768885 7
G001897475 7
G000434295 7
G000757605 7
G000742835 7
G000190415 7
G000434135 7
G001917135 7
G000432275 7
G000421325 7
G000384615 7
G001510185 7
G000427665 7
G000616095 7
G000436195 7
G000238815 7
G000024465 7
G000226315 7
G000980655 7
G001917125 7
G000264455 7
G000710935 7
G000375545 7
G000342165 7
G000374145 7
G001644385 7
G000378465 7
G900107585 7
G001295935 7
G000425365 7
G000312425 7
G000420765 7
G000331225 7
G000711715 7
G900113695 7
G900143155 7
G900102905 7
G000733125 7
G000152825 7
G000746275 7
G000745835 7
G000964365 7
G000014285 7
G000300235 7
G000513295 7
G000420625 7
G000374005 7
G000620665 7
G000585415 7
G000218875 7
G000469155 7
G000293845 7
G000689395 7
G000164635 7
G000421265 7
G000688235 7
G900093605 7
G000968135 7
G000294655 7
G900100455 7
G000315795 7
G000515255 7
G900100655 7
G001026905 7
G000982415 7
G000299935 7
G000963705 7
G000277755 7
G000733915 7
G000017565 7
G000496075 7
G000711725 7
G001941945 7
G000964385 7
G000687875 7
G000701585 7
G000202835 7
G000527695 7
G000231445 7
G000300275 7
G000763295 7
G001746755 7
G001510075 7
G000009985 7
G000342045 7
G000284415 7
G000013085 7
G900156605 7
G000426505 7
G000175255 7
G000512205 7
G000974765 7
G000283515 7
G900107025 7
G000383155 7
G000153745 7
G000365025 7
G000428525 7
G000412185 7
G000023785 7
G000378345 7
G000420665 7
G000428765 7
G000509225 7
G000739695 7
G001708935 7
G000828475 7
G000166055 7
G000963885 7
G000381985 7
G001611975 7
G000171835 7
G000518365 7
G000620685 7
G000423185 7
G000763945 7
G001884735 7
G000687435 7
G000014745 7
G000376805 7
G001425305 7
G001429025 7
G000495855 7
G000175215 7
G000204015 7
G000466985 7
G000981545 7
G000384475 7
G000021325 7
G000423805 7
G000510265 7
G000007105 7
G000303025 7
G000576165 7
G000333335 7
G000383095 7
G001421785 7
G000447205 7
G000315525 7
G001278035 7
G900128895 7
G001870665 7
G001870675 7
G000740795 7
G001879715 7
G001458315 7
G900115595 7
G000382325 7
G001449105 7
G000022005 7
G000744465 7
G000745545 7
G000495815 7
G000376105 7
G000423365 7
G001927245 7
G000164395 7
G000429165 7
G000963905 7
G000225995 7
G000576125 7
G000498655 7
G000214335 7
G001853345 7
G000744515 7
G000241465 7
G000508185 7
G001610975 7
G001889025 7
G000420305 7
G000331245 7
G001713435 7
G000429765 7
G000740785 7
G000021865 7
G000967825 7
G000420145 7
G001510085 7
G000877395 7
G000299575 7
G000018145 7
G000169395 7
G000744995 7
G000685315 7
G000013025 7
G000204035 7
G000503895 7
G000383415 7
G000143145 7
G001676615 7
G000751295 7
G002005465 7
G000617865 7
G001787335 7
G000378165 7
G001598495 7
G000182745 7
G000550765 7
G000010825 7
G001580615 7
G000016185 7
G000576635 7
G000936425 7
G000429625 7
G000016765 7
G000971055 7
G001421285 7
G000786205 7
G000226955 7
G001423845 7
G000803065 7
G000980895 7
G001598535 7
G000632125 7
G000147835 7
G000091125 7
G001421665 7
G000013985 7
G001028705 7
G000714545 7
G000715505 7
G000737065 7
G000714535 7
G000763785 7
G000763805 7
G000444995 7
G000590925 7
G000013565 7
G001408515 7
G000743715 7
G900113405 7
G001321835 7
G000152745 7
G000420265 7
G000685275 7
G000685295 7
G000144605 7
G000701445 7
G001427825 7
G001425945 7
G001424025 7
G000253295 7
G000384335 7
G000970465 7
G001185205 7
G000969415 7
G000688515 7
G900110915 7
G000613845 7
G001547995 7
G002003665 7
G000723565 7
G000311765 7
G000613285 7
G001939945 7
G001315015 7
G001428865 7
G000935025 7
G000382485 7
G001421505 7
G001421805 7
G000739895 7
G000367345 7
G001713415 7
G001468395 7
G001476695 7
G000739715 7
G001303875 7
G000763905 7
G001403795 7
G001403735 7
G900112335 7
G900099935 7
G001548075 7
G001078595 7
G000685215 7
G000685235 7
G000682755 7
G000813765 7
G001310255 7
G001402875 7
G000293785 7
G900104485 7
G000011685 7
G000234355 7
G001499675 7
G000964225 7
G000963925 7
G000963965 7
G001499615 7
G000963945 7
G000429645 7
G001296005 7
G001305595 7
G000283655 7
G001425405 7
G001314325 7
G001598375 7
G001296055 7
G001305965 7
G000466945 7
G000012905 7
G000016405 7
G000622145 7
G001305615 7
G000442275 7
G000682715 7
G000682775 7
G000385335 7
G001429505 7
G001418005 7
G000735585 7
G000969445 7
G000423225 7
G000380505 7
G000427645 7
G001421995 7
G001426195 7
G001423765 7
G000764535 7
G001761345 7
G001427085 7
G000803645 7
G000429005 7
G000192575 7
G001295795 7
G000813185 7
G000445125 7
G000802385 7
G001202025 7
G001546115 7
G000744955 7
G000178815 7
G000379125 7
G000372845 7
G000283235 7
G000735605 7
G000702305 7
G001579845 7
G001426945 7
G000516555 7
G000971295 7
G000970455 7
G000374525 7
G000807925 7
G000013325 7
G000802225 7
G000767465 7
G000272475 7
G001008165 7
G001427865 7
G001886695 7
G001441535 7
G001202015 7
G001294535 7
G000176015 7
G001439135 7
G001438235 7
G000185925 7
G000671395 7
G000647975 7
G000745425 7
G000019845 7
G000021745 7
G001426225 7
G000745135 7
G000092925 7
G000473085 7
G000010525 7
G000526175 7
G000017645 7
G001426345 7
G000971275 7
G000743575 7
G001427875 7
G900148505 7
G001305515 7
G001720135 7
G900115225 7
G001425575 7
G001424685 7
G001293565 7
G001421325 7
G001010945 7
G001028625 7
G000420745 7
G001202035 7
G000513975 7
G000812685 7
G000812665 7
G900115865 7
G000746085 7
G000427445 7
G001429395 7
G001006805 7
G000378025 7
G900100155 7
G000422965 7
G000425185 7
G000423705 7
G000153465 7
G000153705 7
G001463885 7
G000620605 7
G000374465 7
G001046635 7
G001742225 7
G001077815 7
G001021555 7
G000203895 7
G000763885 7
G000152805 7
G001307765 7
G900109555 7
G000981705 7
G000745475 7
G001017175 7
G000022085 7
G000019365 7
G001043915 7
G001548015 7
G001424525 7
G000314735 7
G000218565 7
G001425835 7
G900108575 7
G000013885 7
G001423245 7
G000154705 7
G000819565 7
G000299875 7
G000223375 7
G000153305 7
G001049735 7
G001510135 7
G001420315 7
G000800935 7
G000518665 7
G000262405 7
G000372825 7
G001262595 7
G001425465 7
G000336555 7
G000701345 7
G001475935 7
G000382705 7
G000759435 7
G001011155 7
G000960975 7
G000686005 7
G002005325 7
G001235865 7
G000756795 7
G000013005 7
G001719165 7
G000600335 7
G000442315 7
G000379485 7
G000161835 7
G000472185 7
G900111875 7
G001422375 7
G001422215 7
G000019725 7
G001280145 7
G000019945 7
G001643095 7
G000308295 7
G000314675 7
G000013745 7
G000935205 7
G001907205 7
G000422785 7
G001562055 7
G001484065 7
G000192745 7
G000148725 7
G001578105 7
G000376125 7
G000325745 7
G000733725 7
G000615975 7
G000526635 7
G001014615 7
G000304395 7
G001558695 7
G000186705 7
G000176355 7
G000331285 7
G000422985 7
G000744895 7
G001296025 7
G000714765 7
G000466965 7
G000600975 7
G000384635 7
G900107355 7
G900156525 7
G000504425 7
G000014825 7
G900104145 7
G000158095 7
G000496595 7
G001652565 7
G000518985 7
G000014245 7
G000300335 7
G000300515 7
G000236565 7
G000409565 7
G000715015 7
G000152865 7
G000155735 7
G001420005 7
G000383135 7
G000220565 7
G001205715 7
G000013365 7
G001295845 7
G000333455 7
G000195775 7
G000472865 7
G900104755 7
G000239815 7
G001641695 7
G001310815 7
G900114245 7
G000168975 7
G000279995 7
G000278275 7
G000341355 7
G001187845 7
G900142425 7
G000967725 7
G000382645 7
G000688295 7
G001046955 7
G000152625 7
G900110425 7
G000379145 7
G000938305 7
G001440405 7
G000472385 7
G000472425 7
G001908185 7
G001404055 7
G001404515 7
G000183665 7
G001021085 7
G001424985 7
G001695855 7
G000426285 7
G000372965 7
G001424795 7
G000585625 7
G000017405 7
G000480315 7
G001586735 7
G002007485 7
G002007505 7
G001952045 7
G000706645 7
G000278155 7
G000169435 7
G001411945 7
G001627375 7
G001627595 7
G000768315 7
G000152725 7
G900129875 7
G900110775 7
G900100005 7
G000526275 7
G001458335 7
G001262635 7
G001693385 7
G001440475 7
G000724755 7
G000379605 7
G000696095 7
G000744505 7
G000816845 7
G000621665 7
G000016285 7
G000518785 7
G000247475 7
G001652485 7
G000344725 7
G001952075 7
G001952065 7
G000518185 7
G000253015 7
G001281405 7
G001038505 7
G001458355 7
G001458435 7
G001247715 7
G000152845 7
G000170875 7
G001458175 7
G000156115 7
G001890925 7
G000814025 7
G000473225 7
G000938285 7
G900011245 7
G000473125 7
G001983655 7
G001983675 7
G000756225 7
G001969535 7
G001687365 7
G001426665 7
G000017145 7
G000006965 7
G000261485 7
G000330885 7
G000517605 7
G000092045 7
G000745655 7
G000518585 7
G000739935 7
G000949895 7
G000967425 7
G000722615 7
G001005825 7
G001426965 7
G000278255 7
G000385435 7
G000384965 7
G000385395 7
G000709795 7
G001441635 7
G001441615 7
G900142085 7
G001458215 7
G000712315 7
G000429365 7
G000011365 7
G000284375 7
G000968075 7
G000829355 7
G001889105 7
G000018545 7
G000745725 7
G000745735 7
G001542405 7
G000312665 7
G001427625 7
G000092025 7
G000731315 7
G000757525 7
G001705425 7
G000568555 7
G000824825 7
G000824785 7
G000709775 7
G000278135 7
G000278195 7
G000294715 7
G000022725 7
G000312565 7
G000521865 7
G001414235 7
G000968085 7
G001430705 7
G001686985 7
G001672375 7
G000185905 7
G001676765 7
G000706625 7
G000521785 7
G000520615 7
G000442255 7
G900107235 7
G000014045 7
G000154785 7
G900109035 7
G000590865 7
G000709835 7
G000312605 7
G000278215 7
G000196435 7
G000689355 7
G000278295 7
G000278115 7
G001687105 7
G001482405 7
G000622425 7
G000011965 7
G900102795 7
G000023765 7
G000607225 7
G000709855 7
G000709815 7
G001932215 7
G001932235 7
G000280015 7
G000341385 7
G000385415 7
G000259095 7
G001458375 7
G000622405 7
G000712275 7
G000156335 7
G000647675 7
G000622345 7
G000161775 7
G000376545 7
G001458415 7
G001258055 7
G000511385 7
G000820625 7
G000709735 7
G000709875 7
G000709755 7
G000607245 7
G001625425 7
G001932175 7
G001932165 7
G000046705 7
G000273375 7
G000312525 7
G000153725 7
G000161755 7
G000807715 7
G000622325 7
G000743705 7
G000192475 7
G000169455 7
G000511355 7
G001296945 7
G000346595 7
G000607205 7
G001932225 7
G000708545 7
G000169415 7
G000504185 7
G000622365 7
G000622385 7
G000473205 7
G001294455 7
G001458395 7
G000473145 7
G000015445 7
G000311905 7
G000420045 8
G000227525 8
G000981765 8
G000024085 8
G000619845 8
G000198515 8
G000299915 8
G000299335 8
G001444425 8
G000218785 8
G001314555 8
G000378405 8
G001626995 8
G000320365 8
G000379845 8
G001553955 8
G000300005 8
G000299895 8
G001050375 8
G001466725 8
G000222855 8
G000482845 8
G000188195 8
G001626975 8
G001627135 8
G000488275 8
G000488215 8
G001188545 8
G001679275 8
G000382145 8
G000511655 8
G001636015 8
G002014855 8
G000300995 8
G000428585 8
G000422865 8
G000753735 8
G000423165 8
G000753715 8
G000300815 8
G000764205 8
G900111755 8
G000374485 8
G900115655 8
G000701925 8
G000431835 8
G001940885 8
G000702045 8
G000368905 8
G000685805 8
G000016885 8
G001462175 8
G000426885 8
G000756665 8
G000204315 8
G001875605 8
G000939975 8
G000410875 8
G900116895 8
G001418345 8
G001577655 8
G000152885 8
G001294745 8
G000281085 8
G000568405 8
G000314975 8
G000429145 8
G001652445 8
G001831495 8
G000948975 8
G000711985 8
G001275035 8
G900116345 8
G900114195 8
G000422645 8
G000425405 8
G000148645 8
G000422665 8
G000015245 8
G000614975 8
G000368825 8
G001953195 8
G000829675 8
G001679005 8
G001679155 8
G001656375 8
G000756655 8
G000009365 8
G000169075 8
G000373485 8
G000744735 8
G000380565 8
G000220505 8
G001583435 8
G000722635 8
G000373945 8
G000710775 8
G001267175 8
G000421765 8
G001580025 8
G900108915 8
G000376785 8
G000012985 8
G900106945 8
G001957175 8
G000296695 8
G000238255 8
G000753795 8
G000947195 8
G000429485 8
G000414175 8
G001870485 8
G000381965 8
G000820125 8
G001310455 8
G900087055 8
G000746645 8
G001713665 8
G001941805 8
G000012305 8
G001435295 8
G001606025 8
G000471625 8
G001656355 8
G001656335 8
G001656125 8
G000193045 8
G000422345 8
G000420325 8
G001010805 8
G000227505 8
G000384995 8
G000209515 8
G001723645 8
G001709345 8
G000940805 8
G000153565 8
G000153025 8
G000981725 8
G001294685 8
G900116625 8
G000320945 8
G000008465 8
G001565895 8
G000315055 8
G000155775 8
G900129565 8
G000012325 8
G000425345 8
G001704375 8
G000272005 8
G000987765 8
G001269985 8
G000153245 8
G000336495 8
G000953735 8
G000276805 8
G000482725 8
G000388115 8
G000772535 8
G000368025 8
G000368565 8
G000368925 8
G000400735 8
G001656115 8
G001586255 8
G000259575 8
G000169115 8
G000158175 8
G000764025 8
G000423125 8
G000383395 8
G001292705 8
G001518815 8
G000282775 8
G900119735 8
G000620025 8
G000953435 8
G001043175 8
G000169375 8
G000153185 8
G000423605 8
G000967895 8
G000619885 8
G000314995 8
G000764185 8
G001513785 8
G900108485 8
G000382165 8
G000987775 8
G000967625 8
G000967585 8
G000333235 8
G000518805 8
G000425165 8
G000695255 8
G000011805 8
G000426765 8
G000771775 8
G900111395 8
G000632455 8
G001679075 8
G001632285 8
G000193085 8
G000158155 8
G000153125 8
G001953075 8
G000156295 8
G001438085 8
G000420285 8
G000305785 8
G000021045 8
G000364625 8
G000422325 8
G000686905 8
G001648175 8
G000526695 8
G000300075 8
G001937155 8
G000737985 8
G000055785 8
G000821045 8
G000731955 8
G000422845 8
G000192865 8
G001418205 8
G000214215 8
G001968815 8
G000347635 8
G000315075 8
G000014225 8
G000314955 8
G000252165 8
G001756615 8
G000226565 8
G001757105 8
G000378185 8
G001562115 8
G000378625 8
G001444365 8
G001550135 8
G001661495 8
G000014705 8
G000013765 8
G001401775 8
G001675935 8
G000146165 8
G000712635 8
G000519065 8
G000016065 8
G000518705 8
G000018285 8
G000014885 8
G000015285 8
G000381745 8
G000420245 8
G001321825 8
G001593245 8
G000820205 8
G000014805 8
G000333895 8
G001558255 8
G000621165 8
G000286895 8
G000513715 8
G000565325 8
G001996105 8
G000331515 8
G000953695 8
G000196495 8
G001677275 8
G000376645 8
G000754275 8
G000471645 8
G000439085 8
G000488195 8
G000369005 8
G001584645 8
G000153445 8
G000019225 8
G000964245 8
G000013665 8
G000806415 8
G000953395 8
G000349745 8
G001039575 8
G000378505 8
G900106955 8
G000284615 8
G000421165 8
G000934705 8
G000475255 8
G000397065 8
G000831005 8
G000355675 8
G900156675 8
G000521805 8
G000767305 8
G000315015 8
G000314935 8
G000212335 8
G000428905 8
G000315035 8
G000730385 8
G001444405 8
G000382005 8
G001401795 8
G001306895 8
G001596795 8
G000178875 8
G001620325 8
G000018025 8
G000019525 8
G001957125 8
G000819865 8
G000196395 8
G000565345 8
G001077885 8
G000196255 8
G000176795 8
G000801275 8
G000772395 8
G000771955 8
G000772295 8
G000238795 8
G000347595 8
G001038205 8
G000019405 8
G000017245 8
G000807275 8
G000427805 8
G000307305 8
G000475335 8
G000816495 8
G000367925 8
G001656475 8
G000092265 8
G000740455 8
G000193005 8
G001439295 8
G001438605 8
G000263355 8
G000953825 8
G000463525 8
G000423345 8
G000377745 8
G001922955 8
G000966245 8
G000023025 8
G000425625 8
G001597285 8
G000409775 8
G000759345 8
G000334215 8
G000246875 8
G000708045 8
G000347775 8
G001858325 8
G900129155 8
G000508165 8
G000378045 8
G000753865 8
G000238375 8
G001482385 8
G000238275 8
G002005305 8
G001996115 8
G000940995 8
G000730475 8
G001029455 8
G001029445 8
G000950415 8
G000209675 8
G000015885 8
G000007945 8
G001652405 8
G000521765 8
G000827595 8
G000262245 8
G000007745 8
G001594265 8
G001262035 8
G001690195 8
G001026985 8
G900112475 8
G001010285 8
G001575095 8
G001758345 8
G001656425 8
G001656255 8
G001656455 8
G001064665 8
G001064655 8
G000192905 8
G000192985 8
G000302495 8
G000832015 8
G001187555 8
G000381665 8
G000016565 8
G000826105 8
G001045555 8
G000705555 8
G000428985 8
G000585235 8
G001854555 8
G001854605 8
G000495575 8
G001750165 8
G001465295 8
G000172075 8
G000091325 8
G000950095 8
G000949955 8
G000755385 8
G001591125 8
G000772365 8
G000021885 8
G000444685 8
G000221945 8
G001055885 8
G000379905 8
G000027225 8
G000271425 8
G000368585 8
G000488255 8
G000964095 8
G001828765 8
G001307195 8
G001656205 8
G001656415 8
G001656105 8
G001656195 8
G001065625 8
G001065675 8
G001062845 8
G001062815 8
G001063475 8
G001679345 8
G000766665 8
G001809255 8
G000192945 8
G000372925 8
G900103375 8
G000219605 8
G000590475 8
G000349845 8
G000689415 8
G000412695 8
G001446935 8
G900086985 8
G001314745 8
G000236035 8
G000821105 8
G000166295 8
G001626795 8
G000764495 8
G000691225 8
G000416315 8
G000238395 8
G000814675 8
G001995405 8
G001995415 8
G001996265 8
G001996245 8
G000711805 8
G000771805 8
G000444545 8
G000172375 8
G000688835 8
G000969305 8
G000261285 8
G000027305 8
G000725175 8
G000252955 8
G000069965 8
G001654855 8
G000286435 8
G001676155 8
G000429565 8
G001294465 8
G000022885 8
G001592855 8
G001484935 8
G000368865 8
G001656385 8
G001656175 8
G001656215 8
G001679105 8
G000620425 8
G000756775 8
G001705225 8
G000455385 8
G900111835 8
G000213805 8
G000746525 8
G000761155 8
G000275725 8
G000620045 8
G000475415 8
G001431725 8
G000967645 8
G000425725 8
G000381785 8
G900111095 8
G000620085 8
G001886395 8
G001886435 8
G001562315 8
G001562295 8
G000172635 8
G001924945 8
G001626315 8
G000467125 8
G001678465 8
G000444705 8
G000442905 8
G000348525 8
G001679325 8
G000259485 8
G001276545 8
G001693745 8
G001690445 8
G000599985 8
G000968175 8
G000968195 8
G000757905 8
G001640365 8
G001874625 8
G000517425 8
G900044015 8
G900048035 8
G000287355 8
G001816025 8
G001586165 8
G001647675 8
G001656095 8
G001656275 8
G000193025 8
G001997265 8
G000426805 8
G000379165 8
G000498575 8
G000222125 8
G001644955 8
G000696485 8
G000236625 8
G000196875 8
G000265245 8
G000153345 8
G001566885 8
G001922575 8
G001922565 8
G000422765 8
G001626115 8
G001626275 8
G001267945 8
G000217675 8
G000478685 8
G000731795 8
G000771785 8
G000771795 8
G000968335 8
G001007605 8
G000725165 8
G001693435 8
G001690385 8
G000314895 8
G000259175 8
G900039485 8
G000010085 8
G000219175 8
G000287335 8
G900048045 8
G000828515 8
G900130115 8
G000368625 8
G000759535 8
G000759445 8
G001543265 8
G900156635 8
G001305295 8
G000006745 8
G000176155 8
G001558415 8
G000740015 8
G001874155 8
G000287055 8
G000272145 8
G001012815 8
G000009745 8
G002015085 8
G000444605 8
G001938355 8
G001611775 8
G001690355 8
G001690585 8
G001690515 8
G001690435 8
G000754265 8
G000951135 8
G001049335 8
G000023605 8
G900107885 8
G000705335 8
G000369105 8
G000026105 8
G000007565 8
G000829415 8
G000467065 8
G000091465 8
G001486525 8
G001685465 8
G000017705 8
G001690425 8
G001690535 8
G001690525 8
G000013185 8
G001269425 8
G000973545 8
G001242845 8
G000735345 8
G000255535 8
G000163595 8
G001572725 8
G000021705 8
G000143625 8
G000964565 8
G000463345 8
G000784965 8
G001878775 8
G000369145 8
G000007805 8
G000012245 8
G000397205 8
G000763535 8
G001690495 8
G001690255 8
G000973505 8
G000520015 8
G001514455 8
G000422085 8
G000400505 8
G001267535 8
G000336255 8
G000757825 8
G001654915 8
G001708485 8
G000711795 8
G000196095 8
G000493225 8
G000011745 8
G000093065 8
G000828815 8
G900002265 8
G000513215 8
G001122605 8
G000168835 8
G000147055 8
G000400795 8
G000091565 8
G000757425 8
G000478905 8
G000302695 8
G000262305 8
G001605965 8
G000237065 8
G000176235 8
G001525595 8
G000354175 8
G001315205 8
G000695055 8
G000185985 8
G000043285 8
G000247565 8
G000008885 8
G000253175 8
G000009345 8
G000325085 8
G001571305 8
G001602545 8
G000599885 8
G000770305 8
G000518745 8
G000248015 8
G001399455 8
G000772105 8
G000007725 8
G000324625 8
G000590885 8
G000404125 8
G000773975 8
G000196615 8
G900111105 8
G000612605 8
G000759475 8
G000463155 8
G001187865 8
G000090965 8
G000217635 8
G000007365 8
G001280225 8
G000521565 8
G000323725 8
G001602535 8
G001602605 8
G000025405 8
G001709315 8
G000465555 8
G000180175 8
G000982825 8
G000621185 8
G000759795 8
G000225465 8
G000225445 8
G000325245 8
G000300455 8
G001022135 8
G000016325 8
G000735515 8
G000025565 8
G000694955 8
G000324725 8
G000195995 8
G001283625 8
G000164865 8
G000757785 8
G000735455 8
G001297765 8
G001571285 8
G000735365 8
G000648515 8
G001558935 8
G000012005 8
G000325165 8
G000215745 8
G000240185 8
G000247895 8
G001022195 8
G000324505 8
G000324685 8
G000323785 8
G000323585 8
G000183345 8
G000008865 8
G000299455 8
G000323565 8
G000324985 8
G000324445 8
G000026325 8
G000026345 8
G000325285 8
G000323825 8
G000324485 8
G000009065 8
G000323285 8
G000325265 8
G000324265 8
G000324005 8
G000324305 8
G000324905 8
G000324145 8
G000323645 8
G000320465 8
G000169655 8
G000325145 8
G900078795 9
G001460935 9
G001697225 9
G000735045 9
G001431705 9
G001705075 9
G001543005 9
G001888055 9
G000510805 9
G000376945 9
G001785035 9
G001643475 9
G000376165 9
G002006795 9
G001437675 9
G000012745 9
G000828975 9
G000186425 9
G001576965 9
G000015345 9
G001889065 9
G000160655 9
G000239355 9
G000375345 9
G001438485 9
G000385115 9
G000252525 9
G000583135 9
G000428465 9
G000376425 9
G000373385 9
G900099695 9
G000024165 9
G001586935 9
G001629435 9
G001632485 9
G001634425 9
G001439285 9
G000384935 9
G000383375 9
G000385035 9
G000385055 9
G900141795 9
G900115065 9
G000981505 9
G000297055 9
G000236665 9
G001307855 9
G000429665 9
G000828635 9
G000934545 9
G000372885 9
G000373965 9
G000437635 9
G000170915 9
G001629355 9
G001438425 9
G001629325 9
G001629365 9
G001677435 9
G001579945 9
G001469965 9
G000024765 9
G001628405 9
G001281385 9
G000297135 9
G000420525 9
G000620105 9
G001619695 9
G000382305 9
G001457815 9
G001044335 9
G000023745 9
G000953015 9
G000746095 9
G001801235 9
G000429605 9
G000214035 9
G000527135 9
G000980495 9
G000434815 9
G000205025 9
G000431455 9
G000434855 9
G000482785 9
G001295775 9
G001629475 9
G001438585 9
G002000055 9
G001051235 9
G000531125 9
G001293165 9
G000379445 9
G001431315 9
G001898235 9
G000969645 9
G000422925 9
G000600005 9
G000745895 9
G001438385 9
G000168995 9
G000617925 9
G000013705 9
G000023705 9
G000025705 9
G001802335 9
G000519045 9
G000012425 9
G001418245 9
G000425565 9
G000250875 9
G000521505 9
G001629315 9
G001438495 9
G001439525 9
G000215955 9
G000732535 9
G000733765 9
G001187785 9
G001614315 9
G000010405 9
G000015105 9
G000711195 9
G000934765 9
G000214825 9
G000483485 9
G000384235 9
G001932955 9
G001467645 9
G000430805 9
G001294205 9
G001313065 9
G000374805 9
G001418035 9
G000158615 9
G000226875 9
G000384375 9
G001830535 9
G001872865 9
G001802355 9
G001806235 9
G000832065 9
G000355765 9
G000009145 9
G900143275 9
G000025965 9
G000432615 9
G000411515 9
G000743945 9
G000253115 9
G001418255 9
G001629515 9
G000711245 9
G001730015 9
G000155715 9
G000384415 9
G001566825 9
G000227665 9
G900112445 9
G000381085 9
G001932795 9
G001932755 9
G000576045 9
G000815225 9
G000710735 9
G000764555 9
G000620145 9
G000429785 9
G001808185 9
G000711875 9
G000174355 9
G000196355 9
G900113575 9
G900109785 9
G000378245 9
G000349945 9
G000443165 9
G001051995 9
G000310185 9
G000310145 9
G000276685 9
G000340825 9
G000340795 9
G000340865 9
G000340905 9
G002005365 9
G000988095 9
G000158475 9
G000158495 9
G001629415 9
G000378125 9
G900101825 9
G900110585 9
G000153205 9
G000419525 9
G000754095 9
G001305575 9
G000245015 9
G000828835 9
G001801825 9
G001643635 9
G001303045 9
